District ID ,District Name ,School ID,School Name,School Year,Total ,Prekindergarten ,KindergartenFull Day ,KindergartenExtended Day ,KindergartenHalf Day ,Totalk,Grade 1 ,Grade 2 ,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade10,Grade11,Grade12
241,Capitol Region Education Council,64,Greater Hartford Academy of  the Arts - Full Time,2010-11,375,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,109,103,107,56
241,Capitol Region Education Council,51,Greater Hartford Academy of Math and Science,2010-11,214,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,38,41,56,50,29,NA
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,2010-11,244,101,60,NA,NA,60,61,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Capitol Region Education Council,61,Metropolitan Learning Center,2010-11,711,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,114,116,112,110,93,71,95
241,Capitol Region Education Council,31,Montessori Magnet School,2010-11,337,82,46,NA,NA,46,49,36,44,35,36,9,NA,NA,NA,NA,NA,NA
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,2010-11,255,122,57,NA,NA,57,57,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Capitol Region Education Council,50,Two Rivers Middle Magnet School,2010-11,658,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,232,233,193,NA,NA,NA,NA
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,2010-11,430,75,61,NA,NA,61,62,62,62,58,50,NA,NA,NA,NA,NA,NA,NA
24,Chaplin School District,2,Chaplin Elementary School,2010-11,187,33,20,NA,NA,20,19,20,21,19,24,31,NA,NA,NA,NA,NA,NA
287,Charter School for Young Children on Asylum Hill,1,Charter School for Young Children on Asylum Hill  Inc.,2010-11,225,92,45,NA,NA,45,41,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Cheshire School District,1,Chapman School,2010-11,300,NA,NA,NA,NA,0,54,47,45,53,40,61,NA,NA,NA,NA,NA,NA
25,Cheshire School District,61,Cheshire High School,2010-11,1516,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,375,367,408,366
25,Cheshire School District,2,Darcey School,2010-11,337,79,2,1,255,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Cheshire School District,51,Dodd Middle School,2010-11,786,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,381,405,NA,NA,NA,NA
25,Cheshire School District,6,Doolittle School,2010-11,517,NA,NA,NA,NA,0,92,92,106,70,72,85,NA,NA,NA,NA,NA,NA
25,Cheshire School District,4,Highland School,2010-11,827,NA,NA,NA,NA,0,122,136,126,143,148,152,NA,NA,NA,NA,NA,NA
25,Cheshire School District,5,Norton School,2010-11,487,NA,NA,NA,NA,0,82,71,74,88,81,91,NA,NA,NA,NA,NA,NA
26,Chester School District,1,Chester Elementary School,2010-11,275,NA,NA,NA,33,33,36,39,42,43,39,43,NA,NA,NA,NA,NA,NA
27,Clinton School District,1,Abraham Pierson School,2010-11,304,NA,NA,NA,NA,0,NA,NA,NA,152,152,NA,NA,NA,NA,NA,NA,NA
27,Clinton School District,51,Jared Eliot School,2010-11,492,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,148,166,178,NA,NA,NA,NA
27,Clinton School District,3,Lewin G. Joel Jr. School,2010-11,676,34,185,NA,NA,185,142,149,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Clinton School District,61,The Morgan School,2010-11,557,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,148,138,127,144
28,Colchester School District,61,Bacon Academy,2010-11,987,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,245,250,239,253
28,Colchester School District,4,Colchester Elementary School,2010-11,689,53,39,NA,162,201,228,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Colchester School District,2,Jack Jackter Intermediate School,2010-11,688,NA,NA,NA,NA,0,NA,NA,214,233,241,NA,NA,NA,NA,NA,NA,NA
28,Colchester School District,51,William J. Johnston Middle School,2010-11,705,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,220,241,244,NA,NA,NA,NA
29,Colebrook School District,1,Colebrook Consolidated School,2010-11,112,NA,14,NA,NA,14,14,17,11,20,17,19,NA,NA,NA,NA,NA,NA
30,Columbia School District,1,Horace W. Porter School,2010-11,539,28,61,NA,NA,61,42,54,60,58,67,63,57,49,NA,NA,NA,NA
268,Common Ground High School District,61,Common Ground High School,2010-11,163,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,52,46,27,38
900,Connecticut Technical High School System,15,A. I. Prince Technical High School,2010-11,726,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,216,197,171,142
900,Connecticut Technical High School System,11,Bullard-Havens Technical High School,2010-11,872,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,241,231,215,185
900,Connecticut Technical High School System,19,E. C. Goodwin Technical High School,2010-11,596,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,185,162,146,103
900,Connecticut Technical High School System,14,Eli Whitney Technical High School,2010-11,539,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,162,138,134,105
900,Connecticut Technical High School System,27,Ella T. Grasso Southeastern Technical High School,2010-11,583,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,141,169,149,124
900,Connecticut Technical High School System,25,Emmett O'Brien Technical High School,2010-11,535,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,149,136,134,116
900,Connecticut Technical High School System,17,H. C. Wilcox Technical High School,2010-11,794,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,211,193,207,183
900,Connecticut Technical High School System,13,H. H. Ellis Technical High School,2010-11,558,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,158,143,137,120
900,Connecticut Technical High School System,12,Henry Abbott Technical High School,2010-11,640,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,164,160,162,154
900,Connecticut Technical High School System,16,Howell Cheney Technical High School,2010-11,658,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,183,189,153,133
900,Connecticut Technical High School System,20,Norwich Technical High School,2010-11,646,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,195,178,162,111
900,Connecticut Technical High School System,22,Oliver Wolcott Technical High School,2010-11,709,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,170,178,175,186
900,Connecticut Technical High School System,26,Platt Technical High School,2010-11,869,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,229,223,220,197
900,Connecticut Technical High School System,18,Vinal Technical High School,2010-11,599,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,176,160,136,127
900,Connecticut Technical High School System,23,W. F. Kaynor Technical High School,2010-11,745,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,214,202,181,148
900,Connecticut Technical High School System,24,Windham Technical High School,2010-11,574,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,164,148,140,122
243,Cooperative Educational Services,80,School Readiness,2010-11,53,53,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,Cooperative Educational Services,1,Six-Six Magnet School,2010-11,452,80,45,NA,NA,45,49,39,47,46,35,37,39,35,NA,NA,NA,NA
31,Cornwall School District,1,Cornwall Consolidated School,2010-11,115,NA,NA,10,NA,10,7,13,15,16,14,14,12,14,NA,NA,NA,NA
32,Coventry School District,51,Capt. Nathan Hale School,2010-11,462,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,162,147,153,NA,NA,NA,NA
32,Coventry School District,80,Coventry Early Childhood Center,2010-11,8,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Coventry School District,2,Coventry Grammar School,2010-11,391,NA,NA,125,NA,125,130,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Coventry School District,61,Coventry High School,2010-11,558,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,123,136,137,162
32,Coventry School District,4,George Hersey Robertson School,2010-11,411,NA,NA,NA,NA,0,NA,NA,147,118,146,NA,NA,NA,NA,NA,NA,NA
33,Cromwell School District,61,Cromwell High School,2010-11,590,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,136,143,144,167
33,Cromwell School District,51,Cromwell Middle School,2010-11,475,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,165,168,142,NA,NA,NA,NA
33,Cromwell School District,2,Edna C. Stevens School,2010-11,486,29,159,NA,NA,159,149,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Cromwell School District,3,Woodside Intermediate School,2010-11,465,NA,NA,NA,NA,0,NA,NA,140,166,159,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,62,Alternative Center For Excellence,2010-11,80,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,27,21,21
34,Danbury School District,51,Broadview Middle School,2010-11,1114,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,363,369,382,NA,NA,NA,NA
34,Danbury School District,61,Danbury High School,2010-11,2898,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,708,808,679,703
34,Danbury School District,14,Ellsworth Avenue School,2010-11,396,NA,21,NA,38,59,65,63,77,60,72,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,11,Great Plain School,2010-11,299,NA,40,NA,10,50,61,57,42,42,47,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,2,Hayestown Avenue School,2010-11,389,NA,29,NA,42,71,62,68,66,59,63,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,17,King Street Intermediate School,2010-11,374,NA,NA,NA,NA,0,NA,NA,NA,190,184,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,13,King Street Primary School,2010-11,414,1,46,NA,59,105,102,111,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,18,Mill Ridge Educational Center,2010-11,135,135,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,5,Mill Ridge Primary School,2010-11,402,NA,32,NA,77,109,95,104,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,6,Morris Street School,2010-11,344,NA,20,NA,36,56,59,84,44,61,40,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,8,Park Avenue School,2010-11,425,NA,41,NA,38,79,80,74,69,71,52,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,15,Pembroke School,2010-11,342,NA,26,NA,36,62,55,55,64,53,53,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,52,Rogers Park Middle School,2010-11,1095,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,395,341,359,NA,NA,NA,NA
34,Danbury School District,12,Shelter Rock School,2010-11,409,NA,22,NA,32,54,74,77,69,68,67,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,10,South Street School,2010-11,388,NA,21,NA,40,61,53,79,69,55,71,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,16,Stadley Rough School,2010-11,452,1,22,NA,48,70,65,80,87,79,70,NA,NA,NA,NA,NA,NA,NA
34,Danbury School District,19,Western CT Academy of International Studies,2010-11,387,NA,66,NA,NA,66,65,63,61,65,67,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,61,Darien High School,2010-11,1313,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,353,331,310,319
35,Darien School District,2,Hindley Elementary School,2010-11,575,33,93,NA,NA,93,100,94,68,97,90,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,7,Holmes Elementary School,2010-11,439,NA,72,NA,NA,72,80,65,74,73,75,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,51,Middlesex Middle School,2010-11,1156,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,377,396,382,1,NA,NA,NA
35,Darien School District,13,Ox Ridge Elementary School,2010-11,472,NA,77,NA,NA,77,93,70,79,70,83,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,5,Royle Elementary School,2010-11,419,NA,65,NA,NA,65,76,60,86,60,72,NA,NA,NA,NA,NA,NA,NA
35,Darien School District,6,Tokeneke Elementary School,2010-11,446,35,73,NA,NA,73,73,66,61,74,64,NA,NA,NA,NA,NA,NA,NA
36,Deep River School District,1,Deep River Elementary School,2010-11,351,NA,NA,NA,48,48,59,40,51,55,55,43,NA,NA,NA,NA,NA,NA
37,Derby School District,6,Bradley School,2010-11,366,NA,68,NA,NA,68,67,68,43,47,73,NA,NA,NA,NA,NA,NA,NA
37,Derby School District,61,Derby High School,2010-11,385,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,112,83,92,98
37,Derby School District,50,Derby Middle School,2010-11,319,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,102,101,116,NA,NA,NA,NA
37,Derby School District,4,Irving School,2010-11,393,29,63,NA,NA,63,68,60,55,61,57,NA,NA,NA,NA,NA,NA,NA
40,East Granby School District,1,Allgrove School,2010-11,253,10,NA,NA,54,54,60,71,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,East Granby School District,61,East Granby High School,2010-11,275,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,67,67,63,78
40,East Granby School District,51,East Granby Middle School,2010-11,211,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,64,82,65,NA,NA,NA,NA
40,East Granby School District,2,R. Dudley Seymour School,2010-11,150,NA,NA,NA,NA,0,NA,NA,NA,80,70,NA,NA,NA,NA,NA,NA,NA
41,East Haddam School District,1,East Haddam Elementary School,2010-11,408,20,3,NA,78,81,95,109,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,East Haddam School District,61,Nathan Hale-Ray High School,2010-11,387,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,96,101,102,88
41,East Haddam School District,51,Nathan Hale-Ray Middle School,2010-11,540,NA,NA,NA,NA,0,NA,NA,NA,95,104,105,102,134,NA,NA,NA,NA
42,East Hampton School District,3,Center School,2010-11,288,NA,NA,NA,NA,0,NA,NA,NA,155,133,NA,NA,NA,NA,NA,NA,NA
42,East Hampton School District,61,East Hampton High School,2010-11,552,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,121,145,156,130
42,East Hampton School District,51,East Hampton Middle School,2010-11,508,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,165,182,161,NA,NA,NA,NA
42,East Hampton School District,1,Memorial School,2010-11,610,31,41,NA,95,136,151,140,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,East Hartford School District,9,Anna E. Norris School,2010-11,291,NA,41,NA,NA,41,46,55,45,37,41,26,NA,NA,NA,NA,NA,NA
43,East Hartford School District,63,Connecticut IB Academy,2010-11,180,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,53,51,43,33
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2010-11,408,NA,66,NA,NA,66,72,68,59,54,64,25,NA,NA,NA,NA,NA,NA
43,East Hartford School District,22,Dr. John A. Langford School,2010-11,369,NA,55,NA,NA,55,58,65,53,55,41,42,NA,NA,NA,NA,NA,NA
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2010-11,338,NA,51,NA,NA,51,60,63,58,43,43,20,NA,NA,NA,NA,NA,NA
43,East Hartford School District,62,East Hartford High School,2010-11,1735,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,526,412,432,365
43,East Hartford School District,51,East Hartford Middle School,2010-11,1021,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,99,448,474,NA,NA,NA,NA
43,East Hartford School District,20,Governor William Pitkin School,2010-11,382,NA,77,NA,NA,77,69,59,72,46,42,17,NA,NA,NA,NA,NA,NA
43,East Hartford School District,5,Hockanum School,2010-11,316,18,54,NA,NA,54,45,47,55,40,31,26,NA,NA,NA,NA,NA,NA
43,East Hartford School District,4,Joseph O. Goodwin School,2010-11,390,NA,60,NA,NA,60,50,59,66,66,61,28,NA,NA,NA,NA,NA,NA
43,East Hartford School District,18,Robert J. O'Brien School,2010-11,388,NA,60,NA,NA,60,56,82,58,54,44,34,NA,NA,NA,NA,NA,NA
43,East Hartford School District,12,Silver Lane School,2010-11,308,NA,65,NA,NA,65,66,52,33,35,33,24,NA,NA,NA,NA,NA,NA
43,East Hartford School District,64,Stevens Alternate High school,2010-11,152,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,27,39,52,34
43,East Hartford School District,24,Sunset Ridge School Elementary Academy for Arts and World Languages,2010-11,346,NA,NA,NA,NA,0,NA,NA,NA,112,121,113,NA,NA,NA,NA,NA,NA
43,East Hartford School District,80,Willowbrook Early Childhood,2010-11,285,285,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,17,Carbone School/East Haven Academy,2010-11,290,NA,NA,NA,NA,0,NA,NA,48,48,48,50,50,46,NA,NA,NA,NA
44,East Haven School District,14,D. C. Moore School,2010-11,273,72,NA,65,NA,65,74,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,1,Deer Run School,2010-11,348,56,NA,97,NA,97,86,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,13,Dominick H. Ferrara School,2010-11,246,NA,NA,NA,NA,0,NA,NA,88,69,89,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,61,East Haven High School,2010-11,941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,254,218,194,275
44,East Haven School District,10,Grove J. Tuttle School,2010-11,204,NA,NA,NA,NA,0,NA,NA,66,71,67,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,51,Joseph Melillo Middle School,2010-11,678,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,223,231,224,NA,NA,NA,NA
44,East Haven School District,7,Momauguin School,2010-11,181,NA,NA,NA,NA,0,NA,NA,67,54,60,NA,NA,NA,NA,NA,NA,NA
44,East Haven School District,18,Overbrook Elementary School,2010-11,225,3,NA,58,NA,58,85,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,61,East Lyme High School,2010-11,1208,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,288,298,292,330
45,East Lyme School District,51,East Lyme Middle School,2010-11,850,NA,NA,NA,NA,0,NA,NA,NA,NA,211,212,214,213,NA,NA,NA,NA
45,East Lyme School District,1,Flanders School,2010-11,365,NA,NA,NA,63,63,68,83,74,77,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,80,Integrated Preschool,2010-11,44,44,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,4,Lillie B. Haynes School,2010-11,365,NA,NA,NA,65,65,67,64,90,79,NA,NA,NA,NA,NA,NA,NA,NA
45,East Lyme School District,2,Niantic Center School,2010-11,229,NA,NA,NA,43,43,43,46,48,49,NA,NA,NA,NA,NA,NA,NA,NA
47,East Windsor School District,1,Broad Brook Elementary School,2010-11,558,65,NA,NA,92,92,103,97,99,102,NA,NA,NA,NA,NA,NA,NA,NA
47,East Windsor School District,61,East Windsor High School,2010-11,378,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,112,98,90,78
47,East Windsor School District,54,East Windsor Middle School,2010-11,393,NA,NA,NA,NA,0,NA,NA,NA,NA,113,91,92,96,NA,NA,NA,1
253,Eastern Connecticut Regional Educational Service Center,60,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2010-11,112,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,32,26,38,16
253,Eastern Connecticut Regional Educational Service Center,61,Quinebaug Middle College,2010-11,105,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,36,35
39,Eastford School District,1,Eastford Elementary School,2010-11,178,13,23,NA,NA,23,18,14,14,22,15,22,18,19,NA,NA,NA,NA
46,Easton School District,51,Helen Keller Middle School,2010-11,396,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,141,119,136,NA,NA,NA,NA
46,Easton School District,1,Samuel Staples Elementary School,2010-11,702,27,108,NA,NA,108,92,103,115,125,132,NA,NA,NA,NA,NA,NA,NA
242,Education Connection,80,Education Connection Headstart,2010-11,183,183,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,1,Center School,2010-11,432,48,NA,78,NA,78,64,87,85,70,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,2,Crystal Lake School,2010-11,217,NA,NA,44,NA,44,42,43,43,45,NA,NA,NA,NA,NA,NA,NA,NA
48,Ellington School District,61,Ellington High School,2010-11,792,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,221,198,198,175
48,Ellington School District,51,Ellington Middle School,2010-11,410,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,197,213,NA,NA,NA,NA
48,Ellington School District,7,Windermere Intermediate School,2010-11,436,NA,NA,NA,NA,0,NA,NA,NA,NA,204,232,NA,NA,NA,NA,NA,NA
48,Ellington School District,6,Windermere School,2010-11,439,NA,NA,77,NA,77,101,72,86,103,NA,NA,NA,NA,NA,NA,NA,NA
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2010-11,585,NA,63,NA,NA,63,56,63,55,57,55,58,54,48,41,18,17,NA
49,Enfield School District,13,Edgar H. Parkman School,2010-11,325,NA,2,NA,46,48,43,53,51,47,44,39,NA,NA,NA,NA,NA,NA
49,Enfield School District,16,Eli Whitney School,2010-11,412,48,NA,NA,54,54,41,49,52,52,70,46,NA,NA,NA,NA,NA,NA
49,Enfield School District,61,Enfield High School,2010-11,809,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,236,163,217,193
49,Enfield School District,2,Enfield Street School,2010-11,347,21,NA,NA,49,49,51,51,51,42,46,36,NA,NA,NA,NA,NA,NA
49,Enfield School District,62,Enrico Fermi High School,2010-11,1102,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,270,267,334,231
49,Enfield School District,12,Harriet Beecher Stowe School,2010-11,234,NA,NA,NA,32,32,27,29,41,39,32,34,NA,NA,NA,NA,NA,NA
49,Enfield School District,4,Hazardville Memorial School,2010-11,366,NA,NA,NA,48,48,54,48,52,45,64,55,NA,NA,NA,NA,NA,NA
49,Enfield School District,80,Head Start Program,2010-11,104,104,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,Enfield School District,18,Henry Barnard School,2010-11,396,NA,13,NA,62,75,68,55,54,53,41,50,NA,NA,NA,NA,NA,NA
49,Enfield School District,52,John F. Kennedy Middle School,2010-11,848,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,441,407,NA,NA,NA,NA
49,Enfield School District,11,Nathan Hale School,2010-11,247,NA,1,NA,31,32,27,34,32,47,45,30,NA,NA,NA,NA,NA,NA
49,Enfield School District,15,Prudence Crandall School,2010-11,379,NA,NA,NA,52,52,50,56,57,49,55,60,NA,NA,NA,NA,NA,NA
49,Enfield School District,17,Thomas G. Alcorn School,2010-11,301,NA,NA,NA,48,48,56,45,41,41,43,27,NA,NA,NA,NA,NA,NA
50,Essex School District,1,Essex Elementary School,2010-11,591,43,NA,NA,56,56,86,80,75,72,94,85,NA,NA,NA,NA,NA,NA
272,Explorations District,61,Explorations,2010-11,80,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,20,31
51,Fairfield School District,2,Burr Elementary School,2010-11,420,20,57,9,NA,66,58,85,57,63,71,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,1,Dwight Elementary School,2010-11,314,NA,42,6,NA,48,44,46,62,55,59,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,80,Early Childhood Center,2010-11,89,89,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,60,Fairfield Ludlowe High School,2010-11,1503,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,407,387,357,352
51,Fairfield School District,62,Fairfield Warde High School,2010-11,1328,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,372,317,331,308
51,Fairfield School District,52,Fairfield Woods Middle School,2010-11,668,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,214,240,214,NA,NA,NA,NA
51,Fairfield School District,4,Holland Hill School,2010-11,333,NA,45,9,NA,54,49,55,59,57,59,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,17,Jennings School,2010-11,347,NA,32,12,NA,44,54,49,62,68,70,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,6,McKinley School,2010-11,490,20,85,10,NA,95,80,71,64,91,69,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,7,Mill Hill School,2010-11,474,NA,42,30,NA,72,87,76,75,78,86,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,16,North Stratfield School,2010-11,483,NA,63,13,NA,76,66,87,80,97,77,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,18,Osborn Hill School,2010-11,538,NA,68,21,NA,89,87,96,84,93,89,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,12,Riverfield School,2010-11,451,NA,53,14,NA,67,66,73,67,81,97,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,53,Roger Ludlowe Middle School,2010-11,985,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,329,353,303,NA,NA,NA,NA
51,Fairfield School District,13,Sherman School,2010-11,442,NA,56,8,NA,64,90,63,79,79,67,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,14,Stratfield School,2010-11,504,NA,80,14,NA,94,60,107,71,86,86,NA,NA,NA,NA,NA,NA,NA
51,Fairfield School District,51,Tomlinson Middle School,2010-11,784,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,281,252,251,NA,NA,NA,NA
52,Farmington School District,4,East Farms School,2010-11,470,NA,NA,NA,88,88,91,96,111,84,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,80,Farmington Collaborative PK,2010-11,71,71,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,61,Farmington High School,2010-11,1309,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,347,336,291,335
52,Farmington School District,51,Irving A. Robbins Middle School,2010-11,688,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,344,344,NA,NA,NA,NA
52,Farmington School District,2,Noah Wallace School,2010-11,346,NA,NA,NA,61,61,68,80,63,74,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,1,Union School,2010-11,299,NA,NA,NA,56,56,72,60,49,62,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,3,West District School,2010-11,338,NA,NA,NA,67,67,70,77,63,61,NA,NA,NA,NA,NA,NA,NA,NA
52,Farmington School District,5,West Woods Upper Elementary School,2010-11,603,NA,NA,NA,NA,0,NA,NA,NA,NA,289,314,NA,NA,NA,NA,NA,NA
53,Franklin School District,1,Franklin Elementary School,2010-11,222,30,20,NA,NA,20,19,20,21,22,30,21,18,21,NA,NA,NA,NA
